Sentence #,Standard_Bangla
2442,গ্রামের বারি গিয়ে আমি একা একা সাঁতার কেটেছি
2443,আমার আব্বু আম্মু ভাই বোন ড্রয়িংরুমে বসে আছে
2444,আমাদের ঘরের স্টোররুমটি অনেক বড় শিশুটি
2445,একটি বিড়াল ছানাকে আদর করছে
2446,লাকড়ির চুলায় রান্না করা খাবার খুব মজা
2447,আমার বড় ভাই বেগুন তরকারির ঝোল দুপুরে ভাত খেয়েছে
2448,আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে
2449,আমার শীতের দিনে গোসল করতে ভালো লাগে না
2450,আমার বোন গ্রামের বাড়ীতে গিয়ে পুকুরে গোসল করে
2451,আমার আম্মু বলে যে তেঁতুল খেলে আমার বুদ্ধি কমে যাবে
2452,আমার আব্বু বাজার থেকে আমাদের জন্য তেঁতুল কিনে এনেছে
2453,আমার গ্রামের বাড়ীর উঠান অনেক বড়
2454,এই শিশুটি গ্রামের বাড়ীর উঠানে খেলছে
2455,ছোট বাচ্চাটি অনেক অসুস্থ
2456,একটি আহত শিশুটি রাস্তায় দাঁড়িয়ে কাঁদছে
2457,আমার ছোট বোনকে আজকে সকালে হাসপাতালে নেয়া হয়েছে
2458,আব্বু বলেছে বৃষ্টি হলে বারান্দার গাছে পানি দেওয়ার প্রয়োজন নাই
2459,আমার আম্মু বৃষ্টি হলেও বারান্দার গাছে পানি দেয়
2460,আব্বু বলেছে গাছে অতিরিক্ত পানি দিলে গাছ মারা যায়
2461,গতকাল বিকালে আমাদের এখানে অনেক বৃষ্টি হয়েছে
2462,আমার আম্মু আজক শশার তরকারি রান্না করেছে
2463,গরমের দিনে লবণ দিয়ে শশা খেতে খুব ভালো লাগে
2464,শশা খেতে অনেক সুস্বাদু
2465,আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে
2466,দিন দিন টমেটোর দাম বেড়ে চলছে
2467,আমার সরিষার তেল দিয়ে মাছ ভাজা খেতে খুব ভালো লাগে
2468,আমার দাদা চুলে সরিষার তেল দেয়
2469,আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়
2470,এক কৃষক বাজারে টমেটো বিক্রি করে
2471,আমার আব্বু গায়ে সরিষার তেল মালিশ করে
2472,দিন দিন আমি খুব অসুস্থ হয়ে যাচ্ছি
2473,যেখানে সেখানে থুথু ফেলা একদম নিষেধ
2474,আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে
2475,আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল
2476,শিশুটির কিছু দিন ধরে সর্দি কাশি
2477,আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে
2478,সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে
2479,আমি আজকে শিম ভাজি দিয়ে দুপুরে ভাত খেয়েছি
2480,মা আমার জন্য শিম ভাজি রান্না করছে
2481,আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে
2482,অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে
2483,দুইদিন ধরে আমার অনেক সর্দি জ্বর
2484,সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে
2485,লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে
2486,মা রান্নাঘরে বসে আমার বাবার জন্য শিমের তরকারি রান্না করছে
2487,আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি
2488,আম্মু লাকড়ির চুলায় রান্না করছে
2489,আমার বড় বোনটি কাঁচা আমের শরবত খেতে খুব ভালবাসে
2490,এই বকা ছেলেটি দুইদিন ধরে পড়ালেখা করছে না
2491,বিকালে আম্মু আমার জন্য শসার সুপ রান্না করেছে
2492,আমার স্কুলে কোনো খেলার মাঠ নেই
2493,আমারা সবাই একসাথে খেলা দেখছিলাম
2494,বিশ্বকাপ ক্রিকেট খেলা আজকে থেকে শুরু
2495,আজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলায় জিতে গেছে
2496,চল আমরা সবাই গান গাই
2497,তুমি কি আমাকে এক গ্লাস পানি এনে দিতে পারবে
2498,আমি পারবো না পানি দিতে
2499,তোমার ভাই পড়ালেখাতে অনেক মেধাবি
2500,আচ্ছা বলো দেখি বাংলাদেশে কয়টি জেলা
2501,সামনের দিকে যেয়ে মেয়েটি অনেক হাসবে
2502,আমি ওদিকে যাব না
2503,আমি ওদিকে যাব
2504,একটি কবিতা বল
2505,আমার কবুতর পছন্দ
2506,আমার কপাল ভাল
2507,সে কিভাবে ঝিমাচ্ছে দেখ
2508,কি পেয়েছেন
2509,আমি তোমাকে দেখে নেবো
2510,ভুলে গেছো
2511,কি তরকারি
2512,আমি পারবো
2513,সে পালিয়েছে
2514,সে অনেক ভীতু
2515,তরকারি নাও
2516,কাছে এসো
2517,আপনাকে পাঠিয়েছে
2518,শিমুর গোলাপি রং পছন্দ
2519,শিমুর আকাশী রং পছন্দ
2520,শিমুর ধূসর রং পছন্দ
2521,শিমুর মেরুন রং পছন্দ
2522,শিমুর কমলা রং পছন্দ
2523,শিমুর খয়েরি রং পছন্দ
2524,আপনারা আগে যান
2525,আপনি কোথায় থেকে এসেছেন
2526,সামলে রেখো।
2527,কি করবে আমি যদি ঠিক থাকি
2528,আমার কথা বুঝিস তুই
2529,আমার পিছন কি
2530,তোমাকে আমরা দেখে নেবো
2531,যাওয়ার সময় কোথায় গেছিস
2532,প্রানটা ঘরে রেখে
2533,মাথায় হাত দিয়ে বলো আমাকে ধোঁকা দিবে না
2534,তোমার নাম লিখে দিয়েছি
2535,না ও বলিস হা বলিস।
2536,আমি জানি তুমি এসেছো
2537,তুমি কাল এসো
2538,আমি জানি তুমি এসেছো
2539,সিটি কর্পোরেশন অফিস আছে
2540,অনেক কষ্টে আছি
2541,আমি সত্যি খুব অসহায় বোধ করছি
2542,আমি খুব অসহায় বোধ করছি
2543,খুব অসহায় বোধ করছি
2544,অসহায় বোধ করছি
2545,আমি সত্যি খুব অসহায়
2546,ভিডিও বানানোর কি দরকার ছিল
2547,বানানোর কি দরকার ছিল
2548,আমাকে ডাক
2549,সিলেট থেকে আমার সাথে দেখা করতে এসেছিল
2550,আমার সাথে দেখা করতে এসেছিল
2551,দেখা করতে এসেছিল
2552,সিলেট থেকে ঢাকায় এসেছে
2553,স্পর্শ করবেন না
2554,হয়ে গিয়েছি
2555,আসল কথায় আসা
2556,আমি ভাত খাবো না রাগ করছি
2557,আপনি আমাকে ছেড়ে চলে যাবেন
2558,বিয়ে হয় অনেক বছর আগে
2559,যাওয়ার কথা নেই
2560,চিন্তা করছি কিছু একটা করবো
2561,সেটি ভাল হবে তোর জন্য
2562,বাড়িতে আসার সময় হয়ে গেছে
2563,সে খাওয়া থেমে বলল
2564,খাবার খেতে গেল
2565,কথা না বলে খাওয়াতে মনযোগ দেয়
2566,খাওয়া শেষ করে তখন তার দিকে গেল
2567,দেখে চোখ গেল
2568,সুন্দর কিছু হতে পারে
2569,বিয়ে করেছে আমার ছোট ভাই
2570,মাথায় বুদ্ধি হয় না
2571,ডিম দেওয়া বন্ধ করে দেয়
2572,সবাইকে বলা হয়েছে
2573,বলা হয়েছে
2574,আপনার এটা করা লাগবে
2575,করা লাগবে
2576,চলে আসবি
2577,আমি তাকে বললাম এটা করোনা
2578,আমি তাকে বললাম
2579,এটা করোনা
2580,কি দরকার ছিল
2581,দরকার ছিল
2582,বানানোর কি দরকার
2583,এমন করতেছে কেন বসে বসে
2584,কেন বসে বসে
2585,এমন করতেছে
2586,এ কি করে সম্ভব
2587,কি করে সম্ভব
2588,তুমি এত ঘুমাও কেন
2589,তুমি ঘুমাও কেন
2590,ঘুমাও কেন
2591,এত ঘুমাও কেন
2592,তুমি ঘুমাও
2593,তোমার কাজ নেই
2594,কথা ঠিক আছে
2595,কান টান লাল করে ফেলবো আমি তোর
2596,আমি কষ্টে আছি
2597,কষ্টে আছি
2598,তোমার সাথে আমার জরুরি কথা আছে
2599,তোমার সাথে আমার কথা আছে
2600,আমার জরুরি কথা আছে
2601,জরুরি কথা আছে
2602,কথা আছে
2603,আমার সকালে উঠেই চা খাওয়ার অভ্যাস
2604,সকালে উঠেই চা খাওয়ার অভ্যাস
2605,চা খাওয়ার অভ্যাস
2606,তুমি দুপুরে কি খেয়েছ
2607,দুপুরে কি খেয়েছ
2608,তুমি কি রাতের বেলা বাইরে বের হবে
2609,রাতের বেলা বাইরে বের হবে
2610,বাইরে বের হবে
2611,তুমি কি বাইরে বের হবে
2612,বের হবে
2613,আপনার সাথে কথা বলতে আমার অনেক ভালো লাগে
2614,কথা বলতে আমার অনেক ভালো লাগে
2615,আমার অনেক ভালো লাগে
2616,রঙ করতে পারবি নাকি রে
2617,কাজ করতাম কিভাবে
2618,আমি অনেক কষ্টে আছি
2619,কথা বলতে ভালো লাগে
2620,কথা ভালো লাগে
2621,আপনার সাথে কথা
2622,খেলবি নাকি আমার মেয়ের সাথে
2623,আমার এখন তোমাকে ভাল লাগে
2624,আমার কথা বুঝিস তুই
2625,কসম আমার গায়ে জ্বর
2626,তোমাকে আমরা দেখে নেবো
2627,তুমি দুপুরে কি দিয়ে ভাত খেয়েছ
2628,দুপুরে কি দিয়ে ভাত খেয়েছ
2629,দুপুরে কি খেয়েছ
2630,কি দিয়ে ভাত
2631,সব থেকে কাছের মানুষ
2632,অনেক ভালো লাগে
2633,ভালো লাগে
2634,কথা বলতে অনেক ভালো লাগে
2635,আমি তোমাকে ডাকব না
2636,তোমাকে ডাকব না
2637,আমি তোমাকে ডাকব
2638,তোমাকে ডাকব
2639,ডাকব না
2640,তোমার এত ঘুম আসে কেন
2641,তোমার ঘুম আসে কেন
2642,এত ঘুম আসে কেন
2643,ঘুম আসে কেন
2644,তোমার এত ঘুম কেন
2645,ছেলেটি সাদা রঙের একটি শার্ট পরে এসেছিল
2646,সে এখন রাজশাহী চলে গেছে
2647,সে একদমই হাসে না
2648,সে হাসে না
2649,সে হাসে
2650,হাসে না
2651,একদমই হাসে না
2652,সে রাজশাহী চলে গেছে
2653,রাজশাহী চলে গেছে
2654,চলে গেছে
2655,সে এখন রাজশাহী
2656,আপনার সব থেকে কাছের মানুষটি কে
2657,আপনার কাছের মানুষটি কে
2658,কাছের মানুষটি কে
2659,মানুষটি কে
2660,ঢাকায় এসেছে
2661,ছেলেটি ঢাকায় এসেছে
2662,সিলেট থেকে ঢাকায়
2663,সাদা রঙের একটি শার্ট পরে এসেছিল
2664,সাদা রঙের একটি শার্ট
2665,সাদা রঙের শার্ট পরে এসেছিল
2666,সাদা রঙের শার্ট
2667,শার্ট পরে এসেছিল
2668,পরে এসেছিল
2669,আমার অনেক খারাপ লাগছে
2670,আমার খারাপ লাগছে
2671,অনেক খারাপ লাগছে
2672,খারাপ লাগছে
2673,তুমি কোন স্কুলে পড়
2674,কোন স্কুলে পড়
2675,আমাদের বাড়ি চাঁদপুর
2676,আমাদের বাড়ি যশোর
2677,তুমি কোথায় যাও
2678,কোথায় যাও
2679,তার বই পর্তে এক্দমি ভাল লাগে না
2680,তোমার কি পড়াশুনা একদমই ভালো লাগে না
2681,পড়াশুনা একদমই ভালো লাগে না
2682,তোমার কি পড়াশুনা ভালো লাগে না
2683,তোমার কি পড়াশুনা ভালো লাগে
2684,ভালো লাগে না
2685,আমি কাজে যেতে চাই
2686,কাজে যেতে চাই না
2687,যেতে চাই না
2688,চাই না
2689,কাজে যেতে চাই
2690,যেতে চাই
2691,আপনি এই কলম টি নিন
2692,এই কলম টি নিন
2693,কলম টি নিন
2694,আপনি কলম টি নিন
2695,তুমি যাবে
2696,বাচ্চা কাঁদছে খাবার খাওয়াও
2697,নিজের থাকার জায়গা নেই আবার আরেকজনের ভরণপোষণের দায়িত্ব নিয়েছে
2698,আমাকে সত্যি কথা বলুন
2699,সত্যি কথা বলুন
2700,কথা বলুন
2701,আমাকে সত্যি বলুন
2702,সত্যি বলুন
2703,বাচ্চা কাঁদছে
2704,খাবার খাওয়াও
2705,তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও
2706,ঘুম থেকে তাড়াতাড়ি উঠে যাও
2707,তাড়াতাড়ি উঠে যাও
2708,উঠে যাও
2709,তুমি তাড়াতাড়ি উঠে যাও
2710,আমি সকালে নাস্তা করে স্কুলে যাই
2711,সকালে নাস্তা করে স্কুলে যাই
2712,নাস্তা করে স্কুলে যাই
2713,স্কুলে যাই
2714,আমি নাস্তা করে স্কুলে যাই
2715,আমার সকালে কিছু খেতে ভালো লাগে না
2716,সকালে কিছু খেতে ভালো লাগে না
2717,কিছু খেতে ভালো লাগে না
2718,খেতে ভালো লাগে না
2719,ভালো লাগে না
2720,লাগে না
2721,আমার কিছু খেতে ভালো লাগে না
2722,আমার খেতে ভালো লাগে না
2723,আমার কিছু ভালো লাগে না
2724,আমার ভালো লাগে না
2725,আমার সকালে কিছু খেতে ভালো লাগে
2726,সকালে কিছু খেতে ভালো লাগে
2727,কিছু খেতে ভালো লাগে
2728,খেতে ভালো লাগে
2729,ভালো লাগে
2730,আমার কিছু খেতে ভালো লাগে
2731,আমার খেতে ভালো লাগে
2732,আমার কিছু ভালো লাগে
2733,আমার ভালো লাগে
2734,আমরা হেরে গেছি
2735,আমি ভাল আছি
2736,ভাল আছি
2737,আমি ভাল নাই
2738,তুমি কেমন আছ
2739,ভাল লাগছে না
2740,আমার ভাল লাগছে না
2741,আমি ক্রিকেট খেলব
2742,ক্রিকেট খেলব
2743,তুমি কোথায়
2744,একটি বিড়াল দরজার সামনে বসে আছে
2745,বিড়াল দরজার সামনে বসে আছে
2746,দরজার সামনে বসে আছে
2747,সামনে বসে আছে
2748,বসে আছে
2749,আমি কাজে যেতে চাই না
2750,তুমি কোথা থেকে আসছ
2751,কোথা থেকে আসছ
2752,তুমি কোথায় থাক
2753,কোথায় থাক
2754,আমি ভালো নাই
2755,আপনি কেমন আছেন
2756,তুমি কেমন আছো
2757,কোথাও যাও
2758,তুমি কোথায় থেকে আসছো
2759,কোথায় থেকে আসছো
2760,তুমি কি করো
2761,কেনো বলতেছেন
2762,কি করো
2763,আমার মন ভালো নেই
2764,মন ভালো নেই
2765,আপনাদের বাড়ি কোথায়
2766,আমি স্কুলে যাই না
2767,আমি যাবো না
2768,আমি স্কুলে যাই নি
2769,তোমাকে এইখান থেকে যেতে বলেছি
2770,এইখান থেকে যেতে বলেছি
2771,তুমি কি কাজ করো
2772,কি কাজ করো
2773,কাজ করো
2774,কথা কম বলো
2775,এই কাজটা করো
2776,কাজটা করো
2777,সকালবেলা কাজ করো
2778,সন্ধ্যা কাজ করো
2779,এক গালে একটা থাপ্পর লাগিয়ে দিব
2780,একটা থাপ্পর লাগিয়ে দিব
2781,আমি ভাত খাব
2782,ভাত খাব
2783,আমার কাজ আছে
2784,কাজ আছে
2785,আমরা যাইব
2786,তোমার নাম কী
2787,আমার নাম নয়ন।
2788,আমি তোমাকে ভালবাসি
2789,তোমাকে ভালবাসি
2790,তুমি কোথায় যাচ্ছ
2791,কোথায় যাচ্ছ
2792,কি আনব
2793,বাচ্চা কাঁদছে খাবার খাওয়াও
2794,আমি খাই
2795,আমি খেলি
2796,আমি খাব
2797,আমি পড়ি
2798,আমি পড়বো
2799,আমি স্কুলে যাব
2800,স্কুলে যাব
2801,আমি ভাত খাবো না
2802,খাবো না
2803,তুমি কি করো
2804,কি করো
2805,আমি খেলা করি
2806,খেলা করি
2807,তুমি ভাত খেয়েছো
2808,কি খবর তোমার
2809,কি খবর
2810,তোমাদের বাড়ি কোথায়
2811,বাড়ি কোথায়
2812,কি করো সবাই
2813,কি করো
2814,আমি রিক্সা করে আসবো
2815,রিক্সা করে আসবো
2816,আমার নাম আরিফ
2817,তুমি কি কর
2818,কি কর
2819,তোমার বয়স কত
2820,না ভাল নাই
2821,আমি রাগ করেছি
2822,আমি তোমার সাথে পরে কথা বলব
2823,এই বাড়িটা আমাদের
2824,সুন্দর ভাবে বস
2825,আমাদের বাড়িতে কেউ আসে নাই
2826,কী করছেন
2827,ভাই/ভাইয়া কী করছেন
2828,করতে পারতেছি না অনেক জর
2829,আপেল আমার পছন্দ
2830,আঙ্গুর আমার পছন্দ
2831,সে অনেক খায়
2832,আমি কি করলাম
2833,আজকে বাহিরে যাব
2834,আজকে বাহিরে যাব না
2835,আমাকে সত্যি কথা বলুন
2836,সত্যি কথা বলুন
2837,কথা বলুন
2838,আমাকে সত্যি বলুন
2839,সত্যি বলুন
2840,তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও
2841,ঘুম থেকে তাড়াতাড়ি উঠে যাও
2842,তাড়াতাড়ি উঠে যাও
2843,উঠে যাও
2844,তুমি তাড়াতাড়ি উঠে যাও
2845,আমি সকালে নাস্তা করে স্কুলে যাই
2846,সকালে নাস্তা করে স্কুলে যাই
2847,নাস্তা করে স্কুলে যাই
2848,স্কুলে যাই
2849,আমাদের কাজ আছে
2850,তোমার কাজ আছে
2851,আপনার জন্য
2852,তুই আজকে স্কুলে গিয়েছিলি
2853,আজকে স্কুলে গিয়েছিলি
2854,কি কি আনব
2855,আমার সকালে কিছু খেতে ভালো লাগে না
2856,সকালে কিছু খেতে ভালো লাগে না
2857,কিছু খেতে ভালো লাগে না
2858,খেতে ভালো লাগে না
2859,ভালো লাগে না
2860,লাগে না
2861,আমার সকালে খেতে ভালো লাগে না
2862,আমার সকালে খেতে ভালো লাগে
2863,আমার সকালে কিছু খেতে ভালো লাগে
2864,সকালে কিছু খেতে ভালো লাগে
2865,কিছু খেতে ভালো লাগে
2866,খেতে ভালো লাগে
2867,ভালো লাগে
2868,আমার প্রশ্নের জবাব দিন
2869,প্রশ্নের জবাব দিন
2870,জবাব দিন
2871,আমি অসুস্থ হয়ে পড়েছিলাম
2872,অসুস্থ হয়ে পড়েছিলাম
2873,আমি তাকে দেখতে পেলাম
2874,তাকে দেখতে পেলাম
2875,দেখতে পেলাম
2876,এখানে অপেক্ষা করুন
2877,অপেক্ষা করুন
2878,সময় শেষ হয়ে গেছে
2879,শিমুর লাল রং পছন্দ
2880,শিমুর সবুজ রং পছন্দ
2881,শিমুর কালো রং পছন্দ
2882,তিনি বেশি লম্বা না
2883,আমি ক্ষমা চাইছি
2884,ক্ষমা চাইছি
2885,আমি চাইছি
2886,তিনি উঠে দাঁড়ালেন না
2887,উঠে দাঁড়ালেন না
2888,দাঁড়ালেন না
2889,তিনি দাঁড়ালেন না
2890,আমি বেশি লম্বা
2891,আমি লম্বা
2892,আমি বেশি লম্বা না
2893,বেশি লম্বা না
2894,লম্বা না
2895,আমি লম্বা না
2896,তিনি বেশি লম্বা
2897,আমি হারিয়ে গেছি
2898,হারিয়ে গেছি
2899,আমি ঠিক আছি
2900,ঠিক আছি
2901,আমি ফিরে এলাম
2902,ফিরে এলাম
2903,আমি এলাম
2904,আমি কেক পছন্দ করি
2905,কেক পছন্দ করি
2906,পছন্দ করি
2907,আমি কেক পছন্দ করি না
2908,কেক পছন্দ করি না
2909,পছন্দ করি না
2910,কেক পছন্দ না
2911,একটু ঘুমিয়ে নাও
2912,ঘুমিয়ে নাও
2913,আমি একা ছিলাম
2914,একা ছিলাম
2915,আমি ছিলাম
2916,আমার সঙ্গে আসুন
2917,সঙ্গে আসুন
2918,তিনি রেগে গেছিলেন
2919,রেগে গেছিলেন
2920,তিনি গেছিলেন
2921,আমার হাতটা ধরুন
2922,হাতটা ধরুন
2923,আমি অবাক হয়ে গেছিলাম
2924,অবাক হয়ে গেছিলাম
2925,হয়ে গেছিলাম
2926,আমি অবাক
2927,আমি আসব না
2928,আসব না
2929,আমি আসব
2930,আমি হারবো না
2931,হারবো না
2932,আমি হারবো
2933,আমার হাত ব্যাথা করছে
2934,হাত ব্যাথা করছে
2935,ব্যাথা করছে
2936,আমার হাত ব্যাথা
2937,হাত ব্যাথা
2938,আমার পা ব্যথা করছে
2939,পা ব্যথা করছে
2940,আমার পা ব্যথা
2941,পা ব্যথা
2942,আপনাকে কে পাঠিয়েছে
2943,কে পাঠিয়েছে
2944,পাঠিয়েছে
2945,আগে যান
2946,আপনারা যান
2947,আমাকে ডাকবেন না
2948,পছন্দ করি
2949,ডাক্তার না কসাই
2950,তুই কসাই
2951,দুটি পুত্র ছিল
2952,কোন এক ব্যক্তির দুটি পুত্র ছিল
2953,কোন এক ব্যক্তি
2954,এক ব্যক্তির দুটি পুত্র ছিল
2955,করতাম কিভাবে
2956,আমার হলুদ রং পছন্দ
2957,আমার লাল রং পছন্দ
2958,আমার সবুজ রং পছন্দ
2959,আমার কালো রং পছন্দ
2960,আমার সাদা রং পছন্দ
2961,আপেল পছন্দ
2962,আমি আপেল পছন্দ করি না
2963,আপেল পছন্দ করি না
2964,পছন্দ করি না
2965,আমাকে নিয়ে চলুন
2966,তুই ডাক্তার
2967,আমার কমলা রং পছন্দ
2968,আমার খয়েরি রং পছন্দ
2969,আপেল পছন্দ না
2970,আমার ঠান্ডা লেগেছে
2971,ঠান্ডা লেগেছে
2972,আমি বিদেশে গেছিলাম
2973,বিদেশে গেছিলাম
2974,আমাকে ওখানে নিয়ে চলুন
2975,ওখানে নিয়ে চলুন
2976,নিয়ে চলুন
2977,শিমুর সাদা রং পছন্দ
2978,শিমুর নীল রং পছন্দ
2979,শিমুর বেগুনি রং পছন্দ
2980,ডাকবেন না
2981,আমাকে ডাকবেন
2982,আমি আপেল পছন্দ করি
2983,আপেল পছন্দ করি
2984,শেষ হয়ে গেছে
2985,হয়ে গেছে
2986,সময় শেষ
2987,আমরা অপেক্ষা করবো
2988,অপেক্ষা করবো
2989,তিনি উঠে দাঁড়ালেন
2990,উঠে দাঁড়ালেন
2991,তিনি দাঁড়ালেন
2992,আমার নীল রং পছন্দ
2993,আমার বেগুনি রং পছন্দ
2994,আমার গোলাপি রং পছন্দ
2995,আমার আকাশী রং পছন্দ
2996,আমার ধূসর রং পছন্দ
2997,আমার মেরুন রং পছন্দ
2998,আমি নাস্তা করে স্কুলে যাই
2999,আমি সকালে নাস্তা করে স্কুলে যাই না
3000,সকালে নাস্তা করে স্কুলে যাই না
3001,নাস্তা করে স্কুলে যাই না
3002,স্কুলে যাই না
3003,আমি নাস্তা করে স্কুলে যাই না
3004,সে পরের মাসে বিদেশ চলে যাবে
3005,পরের মাসে বিদেশ চলে যাবে
3006,সে বিদেশ চলে যাবে
3007,বিদেশ চলে যাবে
3008,চলে যাবে
3009,মেয়েটি খুবই বেয়াদব
3010,খুবই বেয়াদব
3011,মেয়েটি বেয়াদব
3012,সে খুবই বেয়াদব
3013,সে বেয়াদব
3014,ছেলেটি রাস্তা দিয়ে হেটে যাচ্ছে
3015,রাস্তা দিয়ে হেটে যাচ্ছে
3016,হেটে যাচ্ছে
3017,ছেলেটি হেটে যাচ্ছে
3018,ছেলেটি রাস্তা দিয়ে যাচ্ছে
3019,মেয়েটি লাল রঙের শাড়ি পরে আমার সাথে দেখা করতে এসেছিল
3020,মেয়েটি শাড়ি পরে আমার সাথে দেখা করতে এসেছিল
3021,লাল রঙের শাড়ি
3022,আমার সাথে দেখা করতে এসেছিল
3023,দেখা করতে এসেছিল
3024,মেয়েটি দেখা করতে এসেছিল
3025,মেয়েটি আমার সাথে দেখা করতে এসেছিল
3026,শাড়ি পরে আমার সাথে দেখা করতে এসেছিল
3027,আমার সাথে দেখা
3028,লাল রঙের শাড়ি পরে আমার সাথে দেখা
3029,মা সেদিন ঠিকই বলেছিল
3030,মা ঠিকই বলেছিল
3031,ঠিকই বলেছিল
3032,আমি ওখানে যাব
3033,ওদিকে যাব না
3034,ওদিকে যাব
3035,আমরা হেরে গেছি
3036,হেরে গেছি
3037,আমরা হেরে গেছিলাম
3038,হেরে গেছিলাম
3039,আমরা গেছিলাম
3040,আমটি কে খেয়েছিল
3041,কে খেয়েছিল
3042,আমটি খেয়েছিল
3043,আমি আছি
3044,আমাকে বিশ্বাস করো
3045,বিশ্বাস করো
3046,শুক্রবার আমরা গেছিলাম
3047,শুক্রবার মা সেদিন ঠিকই বলেছিল
3048,আমার গাড়িটা গতকাল চুরি হয়ে গেছে
3049,আমার বাসায় গতকাল চুরি হয়েছে
3050,বাসায় গতকাল চুরি হয়েছে
3051,গতকাল চুরি হয়েছে
3052,আমার গাডির রঙ লাল
3053,গাডির রঙ লাল
3054,সহজ ভাষায় কথা বলা উচিৎ
3055,আমি আপনার সংগে আছি
3056,আপনার সংগে আছি
3057,সংগে আছি
3058,আমার আব্বু বিদেশ থাকে
3059,আব্বু বিদেশ থাকে
3060,বিদেশ থাকে
3061,আমার বড় বোন আমাকে অনেক ভালোবাসে
3062,বড় বোন আমাকে অনেক ভালোবাসে
3063,বোন আমাকে অনেক ভালোবাসে
3064,আমাকে অনেক ভালোবাসে
3065,আমার বোন আমাকে অনেক ভালোবাসে
3066,আমার বর বোনকে আমি অনেক ভালোবাসি
3067,বর বোনকে আমি অনেক ভালোবাসি
3068,বোনকে আমি অনেক ভালোবাসি
3069,আপনার বড় বোনের কি বিয়ে হয়ে গেছে
3070,বড় বোনের কি বিয়ে হয়ে গেছে
3071,বোনের কি বিয়ে হয়ে গেছে
3072,কি বিয়ে হয়ে গেছে
3073,আপনার বোনের কি বিয়ে হয়ে গেছে
3074,আপনার কি বিয়ে হয়ে গেছে
3075,তোর বড় ভাইয়ের নাম কি
3076,বড় ভাইয়ের নাম কি
3077,ভাইয়ের নাম কি
3078,বিদেশ ঘুরতে যাওয়া আমার স্বপ্ন
3079,ঘুরতে যাওয়া আমার স্বপ্ন
3080,আমার স্বপ্ন
3081,আমি কখনো তোমাকে ভুলবো না
3082,কখনো তোমাকে ভুলবো না
3083,তোমাকে ভুলবো না
3084,ভুলবো না
3085,তুমি আমার জীবনের আলো
3086,আমার জীবনের আলো
3087,জীবনের আলো
3088,আমাকে সেখানে নিয়ে চলো
3089,সেখানে নিয়ে চলো
3090,অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন
3091,এক গ্রামে এক টুপি বিক্রেতা ছিলেন
3092,এক টুপি বিক্রেতা ছিলেন
3093,টুপি বিক্রেতা ছিলেন
3094,সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিলো
3095,তোমাকে দেখে
3096,থমকে দাঁড়িয়ে ছিলাম
3097,দাঁড়িয়ে ছিলাম
3098,আব্বু আমার জন্য লাল জামা কিনে এনেছে
3099,আমার জন্য লাল জামা কিনে এনেছে
3100,লাল জামা কিনে এনেছে
3101,জামা কিনে এনেছে
3102,কিনে এনেছে
3103,আব্বু লাল জামা কিনে এনেছে
3104,আব্বু জামা কিনে এনেছে
3105,আব্বু কিনে এনেছে
3106,আব্বু আমার জন্য সবুজ জামা কিনে এনেছে
3107,আব্বু আমার জন্য কালো জামা কিনে এনেছে
3108,আব্বু আমার জন্য সাদা জামা কিনে এনেছে
3109,আব্বু আমার জন্য নীল জামা কিনে এনেছে
3110,চুলগুলো অনেক লম্বা
3111,অনেক লম্বা
3112,তাকে কাজল দিলে অনেক ভালো লাগে
3113,কাজল দিলে অনেক ভালো লাগে
3114,অনেক ভালো লাগে
3115,তুমি এখানে থাকলে আমি খুশি
3116,এখানে থাকলে আমি খুশি
3117,থাকলে আমি খুশি
3118,আমি খুশি
3119,আমার লাল রঙের গাড়িটা গতকাল চুরি হয়ে গেছে
3120,লাল রঙের গাড়িটা গতকাল চুরি হয়ে গেছে
3121,গাড়িটা গতকাল চুরি হয়ে গেছে
3122,গতকাল চুরি হয়ে গেছে
3123,চুরি হয়ে গেছে
3124,শুক্রবার আমরা হেরে গেছি
3125,সে আমাকে অপমান করে
3126,আমাকে অপমান করে
3127,অপমান করে
3128,সে অপমান করে
